title,subtitle,narrator,runtime,release,language,ratings,price,link
The 48 Laws of Power,no subtitle,Narrated by: Don Leslie,Length: 9 hrs and 52 mins,Release date: 04-25-07,Language: English,"4.5 out of 5 stars
5,642 ratings",$23.07,https://www.audible.com/pd/The-48-Laws-of-Power-Audiobook/B002VA8IXS?qid=1671625099&sr=1-631&ref=a_search_c3_lProduct_32_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
After the Affair,Healing the Pain and Rebuilding Trust When a Partner Has Been Unfaithful,Narrated by: Janis Abrahams Spring Ph.D.,Length: 2 hrs and 57 mins,Release date: 12-16-99,Language: English,"4.5 out of 5 stars
587 ratings",$15.99,https://www.audible.com/pd/After-the-Affair-Audiobook/B002UOZDHY?qid=1671625099&sr=1-632&ref=a_search_c3_lProduct_32_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
The Proper Care and Feeding of Marriage,no subtitle,"Narrated by: Lily LoBianco, Dr. Laura Schlessinger",Length: 6 hrs and 37 mins,Release date: 12-26-06,Language: English,"4.5 out of 5 stars
707 ratings",$20.90,https://www.audible.com/pd/The-Proper-Care-and-Feeding-of-Marriage-Audiobook/B002V8MDSQ?qid=1671625099&sr=1-633&ref=a_search_c3_lProduct_32_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
Pound the Stone,7 Lessons to Develop Grit on the Path to Mastery,Narrated by: Joshua Medcalf,Length: 4 hrs and 49 mins,Release date: 07-28-17,Language: English,"5 out of 5 stars
1,100 ratings",$14.95,https://www.audible.com/pd/Pound-the-Stone-Audiobook/B0749QV5L9?qid=1671625099&sr=1-634&ref=a_search_c3_lProduct_32_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
The Carpenter,A Story about the Greatest Success Strategies of All,Narrated by: Jon Gordon,Length: 2 hrs and 22 mins,Release date: 12-29-13,Language: English,"4.5 out of 5 stars
1,282 ratings",$11.19,https://www.audible.com/pd/The-Carpenter-Audiobook/B00KY66UZY?qid=1671625099&sr=1-635&ref=a_search_c3_lProduct_32_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
How to Attract Money,The Original Classic of Abundance,Narrated by: Mitch Horowitz,Length: 2 hrs,Release date: 05-30-17,Language: English,"4.5 out of 5 stars
592 ratings",$4.89,https://www.audible.com/pd/How-to-Attract-Money-Audiobook/B0714MXC86?qid=1671625099&sr=1-636&ref=a_search_c3_lProduct_32_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
Creating Character Arcs,"The Masterful Author's Guide to Uniting Story Structure, Plot, and Character Development",Narrated by: Sonja Field,Length: 5 hrs and 7 mins,Release date: 02-03-17,Language: English,"4.5 out of 5 stars
896 ratings",$19.95,https://www.audible.com/pd/Creating-Character-Arcs-Audiobook/B01N5VN47P?qid=1671625099&sr=1-637&ref=a_search_c3_lProduct_32_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
The New Rules of Marriage,What You Need to Know to Make Love Work,Narrated by: Marc Cashman,Length: 10 hrs and 36 mins,Release date: 02-05-07,Language: English,"4.5 out of 5 stars
367 ratings",$31.50,https://www.audible.com/pd/The-New-Rules-of-Marriage-Audiobook/B002V8HEXA?qid=1671625099&sr=1-638&ref=a_search_c3_lProduct_32_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
Pimpology,The 48 Laws of the Game,Narrated by: Mr. Gates,Length: 2 hrs and 50 mins,Release date: 12-11-15,Language: English,"4.5 out of 5 stars
1,177 ratings",$6.95,https://www.audible.com/pd/Pimpology-Audiobook/B0196WKYU8?qid=1671625099&sr=1-639&ref=a_search_c3_lProduct_32_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
How to Read Literature Like a Professor,A Lively and Entertaining Guide to Reading Between the Lines,Narrated by: David de Vries,Length: 9 hrs and 35 mins,Release date: 12-11-12,Language: English,"4 out of 5 stars
1,082 ratings",$25.90,https://www.audible.com/pd/How-to-Read-Literature-Like-a-Professor-Audiobook/B00AFG3D9Y?qid=1671625099&sr=1-640&ref=a_search_c3_lProduct_32_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X6D1F98F60JG4SX35TZY
How to Spot a Dangerous Man Before You Get Involved,no subtitle,Narrated by: Callie Beaulieu,Length: 8 hrs and 51 mins,Release date: 12-06-16,Language: English,"4.5 out of 5 stars
174 ratings",$26.59,https://www.audible.com/pd/How-to-Spot-a-Dangerous-Man-Before-You-Get-Involved-Audiobook/B01MXM9KUQ?qid=1671625107&sr=1-641&ref=a_search_c3_lProduct_33_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
Subliminal,How Your Unconscious Mind Rules Your Behavior,Narrated by: Leonard Mlodinow,Length: 7 hrs and 56 mins,Release date: 04-24-12,Language: English,"4.5 out of 5 stars
880 ratings",$16.49,https://www.audible.com/pd/Subliminal-Audiobook/B007NKZ1RW?qid=1671625107&sr=1-642&ref=a_search_c3_lProduct_33_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
Lost Girls,An Unsolved American Mystery,Narrated by: Sean Pratt,Length: 11 hrs and 10 mins,Release date: 07-09-13,Language: English,"4 out of 5 stars
1,281 ratings",$31.93,https://www.audible.com/pd/Lost-Girls-Audiobook/B00D97UM68?qid=1671625107&sr=1-643&ref=a_search_c3_lProduct_33_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
Battle Hymn of the Tiger Mother,no subtitle,Narrated by: Amy Chua,Length: 5 hrs and 50 mins,Release date: 01-11-11,Language: English,"4 out of 5 stars
1,580 ratings",$16.49,https://www.audible.com/pd/Battle-Hymn-of-the-Tiger-Mother-Audiobook/B004HCGLK0?qid=1671625107&sr=1-644&ref=a_search_c3_lProduct_33_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
The Power of Now,A Guide to Spiritual Enlightenment,Narrated by: Eckhart Tolle,Length: 7 hrs and 37 mins,Release date: 12-31-00,Language: English,"4.5 out of 5 stars
37,188 ratings",$20.97,https://www.audible.com/pd/The-Power-of-Now-Audiobook/B002V0PN36?qid=1671625107&sr=1-645&ref=a_search_c3_lProduct_33_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
The Five Love Languages: The Secret to Love That Lasts,no subtitle,Narrated by: Gary Chapman,Length: 4 hrs and 46 mins,Release date: 12-26-04,Language: English,"5 out of 5 stars
40,493 ratings",$24.49,https://www.audible.com/pd/The-Five-Love-Languages-The-Secret-to-Love-That-Lasts-Audiobook/B002V0GGFK?qid=1671625107&sr=1-646&ref=a_search_c3_lProduct_33_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
The Charge,Activating the 10 Human Drives that Make You Feel Alive,Narrated by: Brendon Burchard,Length: 7 hrs and 57 mins,Release date: 05-15-12,Language: English,"4.5 out of 5 stars
1,126 ratings",$13.99,https://www.audible.com/pd/The-Charge-Audiobook/B00817W6RY?qid=1671625107&sr=1-647&ref=a_search_c3_lProduct_33_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
Insecure in Love,"How Anxious Attachment Can Make You Feel Jealous, Needy, and Worried and What You Can Do About It",Narrated by: Susan Boyce,Length: 6 hrs and 19 mins,Release date: 12-29-15,Language: English,"4.5 out of 5 stars
735 ratings",$24.49,https://www.audible.com/pd/Insecure-in-Love-Audiobook/B01996KELU?qid=1671625107&sr=1-648&ref=a_search_c3_lProduct_33_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
The Law of Success in Sixteen Lessons,no subtitle,Narrated by: Clay Lomakayu,Length: 26 hrs and 11 mins,Release date: 08-17-17,Language: English,"5 out of 5 stars
123 ratings",$29.95,https://www.audible.com/pd/The-Law-of-Success-in-Sixteen-Lessons-Audiobook/B074SWFRJ6?qid=1671625107&sr=1-649&ref=a_search_c3_lProduct_33_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
The Comfort Book,no subtitle,Narrated by: Matt Haig,Length: 3 hrs and 10 mins,Release date: 07-06-21,Language: English,"4.5 out of 5 stars
255 ratings",$13.95,https://www.audible.com/pd/The-Comfort-Book-Audiobook/0593413628?qid=1671625107&sr=1-650&ref=a_search_c3_lProduct_33_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
Free to Learn,no subtitle,Narrated by: Dan Woren,Length: 9 hrs and 57 mins,Release date: 03-26-18,Language: English,"5 out of 5 stars
515 ratings",$19.99,https://www.audible.com/pd/Free-to-Learn-Audiobook/B07C96KPCZ?qid=1671625107&sr=1-651&ref=a_search_c3_lProduct_33_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
Coffee Self-Talk,5 Minutes a Day to Start Living Your Magical Life,Narrated by: Kristen Helmstetter,Length: 6 hrs,Release date: 11-01-22,Language: English,"5 out of 5 stars
1 rating",$16.49,https://www.audible.com/pd/Coffee-Self-Talk-Audiobook/B0B647DB8R?qid=1671625107&sr=1-652&ref=a_search_c3_lProduct_33_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
Discipline Is Destiny,The Power of Self-Control,Narrated by: Ryan Holiday,Length: 7 hrs and 23 mins,Release date: 09-27-22,Language: English,"5 out of 5 stars
43 ratings",$24.00,https://www.audible.com/pd/Discipline-Is-Destiny-Audiobook/B0B2X4561P?qid=1671625107&sr=1-653&ref=a_search_c3_lProduct_33_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
Storyworthy,"Engage, Teach, Persuade, and Change Your Life Through the Power of Storytelling","Narrated by: Matthew Dicks, John Glouchevitch",Length: 10 hrs and 1 min,Release date: 08-27-18,Language: English,"4.5 out of 5 stars
927 ratings",$30.09,https://www.audible.com/pd/Storyworthy-Audiobook/197860517X?qid=1671625107&sr=1-654&ref=a_search_c3_lProduct_33_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
Make Time,How to Focus on What Matters Every Day,"Narrated by: Jake Knapp, John Zeratsky",Length: 4 hrs and 58 mins,Release date: 09-25-18,Language: English,"4.5 out of 5 stars
1,189 ratings",$14.33,https://www.audible.com/pd/Make-Time-Audiobook/B07DHSQL6Q?qid=1671625107&sr=1-655&ref=a_search_c3_lProduct_33_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
Allen Carr's Quit Drinking Without Willpower,Be a Happy Non-Drinker,Narrated by: Jennifer Woodward,Length: 5 hrs and 47 mins,Release date: 05-15-22,Language: English,"5 out of 5 stars
40 ratings",$21.81,https://www.audible.com/pd/Allen-Carrs-Quit-Drinking-Without-Willpower-Audiobook/B09ZVK34TT?qid=1671625107&sr=1-656&ref=a_search_c3_lProduct_33_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
Loving People Who Are Hard to Love,Transforming Your World by Learning to Love Unconditionally,Narrated by: Joyce Meyer,Length: 6 hrs and 37 mins,Release date: 09-13-22,Language: English,"5 out of 5 stars
122 ratings",$21.90,https://www.audible.com/pd/Loving-People-Who-Are-Hard-to-Love-Audiobook/B0B2HTH27Y?qid=1671625107&sr=1-657&ref=a_search_c3_lProduct_33_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
Healing Your Inner Child,"7 Beginner Steps to Reparent and Free Yourself from Childhood Trauma, Heal Deep Wounds, and Live Life Authentically",Narrated by: Tara Slusher,Length: 5 hrs and 17 mins,Release date: 11-29-22,Language: English,"5 out of 5 stars
16 ratings",$19.95,https://www.audible.com/pd/Healing-Your-Inner-Child-Audiobook/B0BNK2LQ7M?qid=1671625107&sr=1-658&ref=a_search_c3_lProduct_33_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
Triggers,Creating Behavior That Lasts - Becoming the Person You Want to Be,Narrated by: Marshall Goldsmith,Length: 6 hrs and 36 mins,Release date: 05-19-15,Language: English,"4.5 out of 5 stars
3,909 ratings",$16.49,https://www.audible.com/pd/Triggers-Audiobook/B00UKG1SCI?qid=1671625107&sr=1-659&ref=a_search_c3_lProduct_33_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
The Light Between Us,Stories From Heaven. Lessons for the Living.,Narrated by: Laura Lynne Jackson,Length: 8 hrs,Release date: 10-27-15,Language: English,"5 out of 5 stars
3,376 ratings",$16.49,https://www.audible.com/pd/The-Light-Between-Us-Audiobook/B015RQO9YO?qid=1671625107&sr=1-660&ref=a_search_c3_lProduct_33_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=3YQ2G7X105X71ZQDGX2N
Stolen Focus,Why You Can't Pay Attention,Narrated by: Johann Hari,Length: 10 hrs and 13 mins,Release date: 01-06-22,Language: English,"4.5 out of 5 stars
161 ratings",$34.90,https://www.audible.com/pd/Stolen-Focus-Audiobook/B09NCBKF87?qid=1671625115&sr=1-661&ref=a_search_c3_lProduct_34_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
The TB12 Method,How to Achieve a Lifetime of Sustained Peak Performance,"Narrated by: Tom Brady, Jonathan Todd Ross",Length: 6 hrs and 55 mins,Release date: 09-19-17,Language: English,"4 out of 5 stars
1,766 ratings",$14.95,https://www.audible.com/pd/The-TB12-Method-Audiobook/B073SGFWYX?qid=1671625115&sr=1-662&ref=a_search_c3_lProduct_34_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
Option B,"Facing Adversity, Building Resilience, and Finding Joy",Narrated by: Elisa Donovan,Length: 6 hrs and 14 mins,Release date: 04-24-17,Language: English,"4.5 out of 5 stars
5,386 ratings",$18.49,https://www.audible.com/pd/Option-B-Audiobook/B06WRSP9B1?qid=1671625115&sr=1-663&ref=a_search_c3_lProduct_34_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
Sovereignty,no subtitle,Narrated by: Ryan Michler,Length: 5 hrs and 30 mins,Release date: 02-23-18,Language: English,"4.5 out of 5 stars
1,199 ratings",$19.95,https://www.audible.com/pd/Sovereignty-Audiobook/B079VRHZ4T?qid=1671625115&sr=1-664&ref=a_search_c3_lProduct_34_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
Your Brain on Porn,Internet Pornography and the Emerging Science of Addiction,Narrated by: Noah Church,Length: 5 hrs and 21 mins,Release date: 01-05-18,Language: English,"4.5 out of 5 stars
1,666 ratings",$19.95,https://www.audible.com/pd/Your-Brain-on-Porn-Audiobook/B078SJWKCD?qid=1671625115&sr=1-665&ref=a_search_c3_lProduct_34_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
Mindfulness,An Eight-Week Plan for Finding Peace in a Frantic World,"Narrated by: Mark Williams, Jon Kabat-Zinn (foreword)",Length: 2 hrs and 35 mins,Release date: 10-14-11,Language: English,"4.5 out of 5 stars
679 ratings",$4.78,https://www.audible.com/pd/Mindfulness-Audiobook/B005VG1CN2?qid=1671625115&sr=1-666&ref=a_search_c3_lProduct_34_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
Resilient,Restoring Your Weary Soul in These Turbulent Times,Narrated by: John Eldredge,Length: 6 hrs and 41 mins,Release date: 06-07-22,Language: English,"5 out of 5 stars
1,006 ratings",$17.92,https://www.audible.com/pd/Resilient-Audiobook/B09SBWRW71?qid=1671625115&sr=1-667&ref=a_search_c3_lProduct_34_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
The Values Factor,The Secret to Creating an Inspired and Fulfilling Life,Narrated by: Erik Synnestvedt,Length: 12 hrs and 8 mins,Release date: 10-01-13,Language: English,"5 out of 5 stars
344 ratings",$18.19,https://www.audible.com/pd/The-Values-Factor-Audiobook/B00FGCHDHU?qid=1671625115&sr=1-668&ref=a_search_c3_lProduct_34_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
Unf--k Your Habitat,You're Better Than Your Mess,Narrated by: Emily Woo Zeller,Length: 4 hrs and 38 mins,Release date: 01-03-17,Language: English,"4 out of 5 stars
438 ratings",$23.09,https://www.audible.com/pd/Unf-k-Your-Habitat-Audiobook/B01N6L0FSS?qid=1671625115&sr=1-669&ref=a_search_c3_lProduct_34_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
The Upside of Stress,"Why Stress Is Good for You, and How to Get Good at It",Narrated by: Kelly McGonigal,Length: 8 hrs and 32 mins,Release date: 05-05-15,Language: English,"4.5 out of 5 stars
1,430 ratings",$16.49,https://www.audible.com/pd/The-Upside-of-Stress-Audiobook/B00UXU79J2?qid=1671625115&sr=1-670&ref=a_search_c3_lProduct_34_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
Big Potential,"How Transforming the Pursuit of Success Raises Our Achievement, Happiness, and Well-Being",Narrated by: Shawn Achor,Length: 6 hrs and 35 mins,Release date: 01-30-18,Language: English,"4.5 out of 5 stars
1,066 ratings",$16.49,https://www.audible.com/pd/Big-Potential-Audiobook/B076B2DTZ6?qid=1671625115&sr=1-671&ref=a_search_c3_lProduct_34_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
How to Win Friends and Influence People in the Digital Age,no subtitle,Narrated by: Robert Petkoff,Length: 7 hrs and 6 mins,Release date: 10-04-11,Language: English,"4.5 out of 5 stars
6,111 ratings",$13.49,https://www.audible.com/pd/How-to-Win-Friends-and-Influence-People-in-the-Digital-Age-Audiobook/B005MKCFCE?qid=1671625115&sr=1-672&ref=a_search_c3_lProduct_34_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
I Am the Word,A Guide to the Consciousness of Man's Self in a Transitioning Time,Narrated by: Paul Selig,Length: 8 hrs and 41 mins,Release date: 05-22-14,Language: English,"5 out of 5 stars
1,954 ratings",$19.59,https://www.audible.com/pd/I-Am-the-Word-Audiobook/B00KH9NXDA?qid=1671625115&sr=1-673&ref=a_search_c3_lProduct_34_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
Wheels of Life,A User's Guide to the Chakra System,Narrated by: Randye Kaye,Length: 12 hrs and 10 mins,Release date: 11-18-14,Language: English,"4.5 out of 5 stars
404 ratings",$31.49,https://www.audible.com/pd/Wheels-of-Life-Audiobook/B00PB357ZE?qid=1671625115&sr=1-674&ref=a_search_c3_lProduct_34_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
Think and Grow Rich,The Landmark Bestseller Now Revised and Updated for the 21st Century,Narrated by: Joel Fontinos,Length: 6 hrs and 26 mins,Release date: 01-07-09,Language: English,"4.5 out of 5 stars
1,830 ratings",$12.99,https://www.audible.com/pd/Think-and-Grow-Rich-Audiobook/B002VA3AKO?qid=1671625115&sr=1-675&ref=a_search_c3_lProduct_34_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
Business Is Personal,The Truth About What It Takes to Be Successful While Staying True to Yourself,Narrated by: Bethenny Frankel,Length: 6 hrs and 59 mins,Release date: 05-17-22,Language: English,"4.5 out of 5 stars
180 ratings",$29.65,https://www.audible.com/pd/Business-Is-Personal-Audiobook/B09V5Q86YT?qid=1671625115&sr=1-676&ref=a_search_c3_lProduct_34_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
Wild Problems,A Guide to the Decisions That Define Us,Narrated by: Mark Deakins,Length: 3 hrs and 57 mins,Release date: 08-09-22,Language: English,"4.5 out of 5 stars
175 ratings",$14.09,https://www.audible.com/pd/Wild-Problems-Audiobook/B09HSSHNVF?qid=1671625115&sr=1-677&ref=a_search_c3_lProduct_34_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
Atlas of the Heart,Mapping Meaningful Connection and the Language of Human Experience,Narrated by: Brené Brown,Length: 8 hrs and 29 mins,Release date: 02-14-22,Language: English,"5 out of 5 stars
13,998 ratings",$23.90,https://www.audible.com/pd/Atlas-of-the-Heart-Audiobook/1984844261?qid=1671625115&sr=1-678&ref=a_search_c3_lProduct_34_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
The Laws of Human Nature,no subtitle,"Narrated by: Paul Michael, Robert Greene",Length: 28 hrs and 26 mins,Release date: 10-23-18,Language: English,"5 out of 5 stars
12,560 ratings",$22.44,https://www.audible.com/pd/The-Laws-of-Human-Nature-Audiobook/B07DKVMMRZ?qid=1671625115&sr=1-679&ref=a_search_c3_lProduct_34_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
The War of Art,no subtitle,Narrated by: Steven Pressfield,Length: 2 hrs and 29 mins,Release date: 04-04-19,Language: English,"4.5 out of 5 stars
10,084 ratings",$6.95,https://www.audible.com/pd/The-War-of-Art-Audiobook/B07PQ9GLDV?qid=1671625115&sr=1-680&ref=a_search_c3_lProduct_34_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6PT51VANFXFR8H44Z73T
Remember,The Science of Memory and the Art of Forgetting,Narrated by: Lisa Genova,Length: 6 hrs and 4 mins,Release date: 03-23-21,Language: English,"4.5 out of 5 stars
391 ratings",$24.50,https://www.audible.com/pd/Remember-Audiobook/0593348532?qid=1671625124&sr=1-681&ref=a_search_c3_lProduct_35_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7QYFE15ZQRFZMDPB3129
BIBLIA DEL MACHO ALFA [Alpha Male Bible],"Carisma, Técnicas de Seducción, Encanto. Autohipnosis, Meditación, Autoestima. Lenguaje Corporal, Contacto Visual, Persuasión. Hábitos y Autodisciplina de un Hombre Alfa Real","Narrated by: Estudio Logan, Manuel Lopez",Length: 5 hrs and 7 mins,Release date: 06-16-21,Language: Spanish,"4.5 out of 5 stars
233 ratings",$19.95,https://www.audible.com/pd/BIBLIA-DEL-MACHO-ALFA-Alpha-Male-Bible-Audiobook/B097B87NLB?qid=1671625124&sr=1-682&ref=a_search_c3_lProduct_35_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7QYFE15ZQRFZMDPB3129
The Power of Attachment,How to Create Deep and Lasting Intimate Relationships,Narrated by: Emily Durante,Length: 6 hrs and 52 mins,Release date: 11-10-20,Language: English,"5 out of 5 stars
189 ratings",$17.49,https://www.audible.com/pd/The-Power-of-Attachment-Audiobook/1684571456?qid=1671625124&sr=1-683&ref=a_search_c3_lProduct_35_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7QYFE15ZQRFZMDPB3129
Mind Hacking Happiness Volume I,The Quickest Way to Happiness and Controlling Your Mind,Narrated by: Sean Webb,Length: 9 hrs and 48 mins,Release date: 06-27-17,Language: English,"5 out of 5 stars
592 ratings",$19.95,https://www.audible.com/pd/Mind-Hacking-Happiness-Volume-I-Audiobook/B071W7BRFB?qid=1671625124&sr=1-684&ref=a_search_c3_lProduct_35_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7QYFE15ZQRFZMDPB3129
